Category,ID,Code_Original,Emoji_Code_2nd_Option,Emoji_Name,Emoji_Code_CASI,Emoji_Code_FINAL
place-building,843,U+1F3EF,U0001F3EF,Japanese_castle,\\\\U0001F3EF\\,\'\\U0001f3ef\
place-building,844,U+1F3F0,U0001F3F0,castle,\\\\U0001F3F0\\,\'\\U0001f3f0\
place-building,845,U+1F492,U0001F492,wedding,\\\\U0001F492\\,\'\\U0001f492\
place-building,846,U+1F5FC,U0001F5FC,Tokyo_tower,\\\\U0001F5FC\\,\'\\U0001f5fc\
place-building,847,U+1F5FD,U0001F5FD,Statue_of_Liberty,\\\\U0001F5FD\\,\'\\U0001f5fd\
place-religious,848,U+26EA,U00026EA,church,\\\\U00026EA\\,\'\\U00026ea\
place-religious,849,U+1F54C,U0001F54C,mosque,\\\\U0001F54C\\,\'\\U0001f54c\
place-religious,850,U+1F6D5,U0001F6D5,hindu_temple,\\\\U0001F6D5\\,\'\\U0001f6d5\
place-religious,851,U+1F54D,U0001F54D,synagogue,\\\\U0001F54D\\,\'\\U0001f54d\
place-religious,852,U+26E9,U00026E9,shinto_shrine,\\\\U00026E9\\,\'\\U00026e9\
place-religious,853,U+1F54B,U0001F54B,kaaba,\\\\U0001F54B\\,\'\\U0001f54b\
place-other,854,U+26F2,U00026F2,fountain,\\\\U00026F2\\,\'\\U00026f2\
place-other,855,U+26FA,U00026FA,tent,\\\\U00026FA\\,\'\\U00026fa\
place-other,856,U+1F301,U0001F301,foggy,\\\\U0001F301\\,\'\\U0001f301\
place-other,857,U+1F303,U0001F303,night_with_stars,\\\\U0001F303\\,\'\\U0001f303\
place-other,858,U+1F3D9,U0001F3D9,cityscape,\\\\U0001F3D9\\,\'\\U0001f3d9\
place-other,859,U+1F304,U0001F304,sunrise_over_mountains,\\\\U0001F304\\,\'\\U0001f304\
place-other,860,U+1F305,U0001F305,sunrise,\\\\U0001F305\\,\'\\U0001f305\
place-other,861,U+1F306,U0001F306,cityscape_at_dusk,\\\\U0001F306\\,\'\\U0001f306\
place-other,862,U+1F307,U0001F307,sunset,\\\\U0001F307\\,\'\\U0001f307\
place-other,863,U+1F309,U0001F309,bridge_at_night,\\\\U0001F309\\,\'\\U0001f309\
place-other,864,U+2668,U0002668,hot_springs,\\\\U0002668\\,\'\\U0002668\
place-other,865,U+1F3A0,U0001F3A0,carousel_horse,\\\\U0001F3A0\\,\'\\U0001f3a0\
place-other,866,U+1F6DD,U0001F6DD,playground_slide,\\\\U0001F6DD\\,\'\\U0001f6dd\
place-other,867,U+1F3A1,U0001F3A1,ferris_wheel,\\\\U0001F3A1\\,\'\\U0001f3a1\
place-other,868,U+1F3A2,U0001F3A2,roller_coaster,\\\\U0001F3A2\\,\'\\U0001f3a2\
place-other,869,U+1F488,U0001F488,barber_pole,\\\\U0001F488\\,\'\\U0001f488\
place-other,870,U+1F3AA,U0001F3AA,circus_tent,\\\\U0001F3AA\\,\'\\U0001f3aa\
transport-ground,871,U+1F682,U0001F682,locomotive,\\\\U0001F682\\,\'\\U0001f682\
transport-ground,872,U+1F683,U0001F683,railway_car,\\\\U0001F683\\,\'\\U0001f683\
transport-ground,873,U+1F684,U0001F684,high-speed_train,\\\\U0001F684\\,\'\\U0001f684\
transport-ground,874,U+1F685,U0001F685,bullet_train,\\\\U0001F685\\,\'\\U0001f685\
transport-ground,875,U+1F686,U0001F686,train,\\\\U0001F686\\,\'\\U0001f686\
transport-ground,876,U+1F687,U0001F687,metro,\\\\U0001F687\\,\'\\U0001f687\
transport-ground,877,U+1F688,U0001F688,light_rail,\\\\U0001F688\\,\'\\U0001f688\
transport-ground,878,U+1F689,U0001F689,station,\\\\U0001F689\\,\'\\U0001f689\
transport-ground,879,U+1F68A,U0001F68A,tram,\\\\U0001F68A\\,\'\\U0001f68a\
transport-ground,880,U+1F69D,U0001F69D,monorail,\\\\U0001F69D\\,\'\\U0001f69d\
transport-ground,881,U+1F69E,U0001F69E,mountain_railway,\\\\U0001F69E\\,\'\\U0001f69e\
transport-ground,882,U+1F68B,U0001F68B,tram_car,\\\\U0001F68B\\,\'\\U0001f68b\
transport-ground,883,U+1F68C,U0001F68C,bus,\\\\U0001F68C\\,\'\\U0001f68c\
transport-ground,884,U+1F68D,U0001F68D,oncoming_bus,\\\\U0001F68D\\,\'\\U0001f68d\
transport-ground,885,U+1F68E,U0001F68E,trolleybus,\\\\U0001F68E\\,\'\\U0001f68e\
transport-ground,886,U+1F690,U0001F690,minibus,\\\\U0001F690\\,\'\\U0001f690\
transport-ground,887,U+1F691,U0001F691,ambulance,\\\\U0001F691\\,\'\\U0001f691\
transport-ground,888,U+1F692,U0001F692,fire_engine,\\\\U0001F692\\,\'\\U0001f692\
transport-ground,889,U+1F693,U0001F693,police_car,\\\\U0001F693\\,\'\\U0001f693\
transport-ground,890,U+1F694,U0001F694,oncoming_police_car,\\\\U0001F694\\,\'\\U0001f694\
transport-ground,891,U+1F695,U0001F695,taxi,\\\\U0001F695\\,\'\\U0001f695\
transport-ground,892,U+1F696,U0001F696,oncoming_taxi,\\\\U0001F696\\,\'\\U0001f696\
transport-ground,893,U+1F697,U0001F697,automobile,\\\\U0001F697\\,\'\\U0001f697\
transport-ground,894,U+1F698,U0001F698,oncoming_automobile,\\\\U0001F698\\,\'\\U0001f698\
transport-ground,895,U+1F699,U0001F699,sport_utility_vehicle,\\\\U0001F699\\,\'\\U0001f699\
transport-ground,896,U+1F6FB,U0001F6FB,pickup_truck,\\\\U0001F6FB\\,\'\\U0001f6fb\
transport-ground,897,U+1F69A,U0001F69A,delivery_truck,\\\\U0001F69A\\,\'\\U0001f69a\
transport-ground,898,U+1F69B,U0001F69B,articulated_lorry,\\\\U0001F69B\\,\'\\U0001f69b\
transport-ground,899,U+1F69C,U0001F69C,tractor,\\\\U0001F69C\\,\'\\U0001f69c\
transport-ground,900,U+1F3CE,U0001F3CE,racing_car,\\\\U0001F3CE\\,\'\\U0001f3ce\
transport-ground,901,U+1F3CD,U0001F3CD,motorcycle,\\\\U0001F3CD\\,\'\\U0001f3cd\
transport-ground,902,U+1F6F5,U0001F6F5,motor_scooter,\\\\U0001F6F5\\,\'\\U0001f6f5\
transport-ground,903,U+1F9BD,U0001F9BD,manual_wheelchair,\\\\U0001F9BD\\,\'\\U0001f9bd\
transport-ground,904,U+1F9BC,U0001F9BC,motorized_wheelchair,\\\\U0001F9BC\\,\'\\U0001f9bc\
transport-ground,905,U+1F6FA,U0001F6FA,auto_rickshaw,\\\\U0001F6FA\\,\'\\U0001f6fa\
transport-ground,906,U+1F6B2,U0001F6B2,bicycle,\\\\U0001F6B2\\,\'\\U0001f6b2\
transport-ground,907,U+1F6F4,U0001F6F4,kick_scooter,\\\\U0001F6F4\\,\'\\U0001f6f4\
transport-ground,908,U+1F6F9,U0001F6F9,skateboard,\\\\U0001F6F9\\,\'\\U0001f6f9\
transport-ground,909,U+1F6FC,U0001F6FC,roller_skate,\\\\U0001F6FC\\,\'\\U0001f6fc\
transport-ground,910,U+1F68F,U0001F68F,bus_stop,\\\\U0001F68F\\,\'\\U0001f68f\
transport-ground,911,U+1F6E3,U0001F6E3,motorway,\\\\U0001F6E3\\,\'\\U0001f6e3\
transport-ground,912,U+1F6E4,U0001F6E4,railway_track,\\\\U0001F6E4\\,\'\\U0001f6e4\
transport-ground,913,U+1F6E2,U0001F6E2,oil_drum,\\\\U0001F6E2\\,\'\\U0001f6e2\
transport-ground,914,U+26FD,U00026FD,fuel_pump,\\\\U00026FD\\,\'\\U00026fd\
transport-ground,915,U+1F6DE,U0001F6DE,wheel,\\\\U0001F6DE\\,\'\\U0001f6de\
transport-ground,916,U+1F6A8,U0001F6A8,police_car_light,\\\\U0001F6A8\\,\'\\U0001f6a8\
transport-ground,917,U+1F6A5,U0001F6A5,horizontal_traffic_light,\\\\U0001F6A5\\,\'\\U0001f6a5\
transport-ground,918,U+1F6A6,U0001F6A6,vertical_traffic_light,\\\\U0001F6A6\\,\'\\U0001f6a6\
transport-ground,919,U+1F6D1,U0001F6D1,stop_sign,\\\\U0001F6D1\\,\'\\U0001f6d1\
transport-ground,920,U+1F6A7,U0001F6A7,construction,\\\\U0001F6A7\\,\'\\U0001f6a7\
transport-water,921,U+2693,U0002693,anchor,\\\\U0002693\\,\'\\U0002693\
transport-water,922,U+1F6DF,U0001F6DF,ring_buoy,\\\\U0001F6DF\\,\'\\U0001f6df\
transport-water,923,U+26F5,U00026F5,sailboat,\\\\U00026F5\\,\'\\U00026f5\
transport-water,924,U+1F6F6,U0001F6F6,canoe,\\\\U0001F6F6\\,\'\\U0001f6f6\
transport-water,925,U+1F6A4,U0001F6A4,speedboat,\\\\U0001F6A4\\,\'\\U0001f6a4\
transport-water,926,U+1F6F3,U0001F6F3,passenger_ship,\\\\U0001F6F3\\,\'\\U0001f6f3\
transport-water,927,U+26F4,U00026F4,ferry,\\\\U00026F4\\,\'\\U00026f4\
transport-water,928,U+1F6E5,U0001F6E5,motor_boat,\\\\U0001F6E5\\,\'\\U0001f6e5\
transport-water,929,U+1F6A2,U0001F6A2,ship,\\\\U0001F6A2\\,\'\\U0001f6a2\
transport-air,930,U+2708,U0002708,airplane,\\\\U0002708\\,\'\\U0002708\
transport-air,931,U+1F6E9,U0001F6E9,small_airplane,\\\\U0001F6E9\\,\'\\U0001f6e9\
transport-air,932,U+1F6EB,U0001F6EB,airplane_departure,\\\\U0001F6EB\\,\'\\U0001f6eb\
transport-air,933,U+1F6EC,U0001F6EC,airplane_arrival,\\\\U0001F6EC\\,\'\\U0001f6ec\
transport-air,934,U+1FA82,U0001FA82,parachute,\\\\U0001FA82\\,\'\\U0001fa82\
transport-air,935,U+1F4BA,U0001F4BA,seat,\\\\U0001F4BA\\,\'\\U0001f4ba\
transport-air,936,U+1F681,U0001F681,helicopter,\\\\U0001F681\\,\'\\U0001f681\
transport-air,937,U+1F69F,U0001F69F,suspension_railway,\\\\U0001F69F\\,\'\\U0001f69f\
transport-air,938,U+1F6A0,U0001F6A0,mountain_cableway,\\\\U0001F6A0\\,\'\\U0001f6a0\
transport-air,939,U+1F6A1,U0001F6A1,aerial_tramway,\\\\U0001F6A1\\,\'\\U0001f6a1\
transport-air,940,U+1F6F0,U0001F6F0,satellite,\\\\U0001F6F0\\,\'\\U0001f6f0\
transport-air,941,U+1F680,U0001F680,rocket,\\\\U0001F680\\,\'\\U0001f680\
transport-air,942,U+1F6F8,U0001F6F8,flying_saucer,\\\\U0001F6F8\\,\'\\U0001f6f8\
hotel,943,U+1F6CE,U0001F6CE,bellhop_bell,\\\\U0001F6CE\\,\'\\U0001f6ce\
hotel,944,U+1F9F3,U0001F9F3,luggage,\\\\U0001F9F3\\,\'\\U0001f9f3\
time,945,U+231B,U000231B,hourglass_done,\\\\U000231B\\,\'\\U000231b\
time,946,U+23F3,U00023F3,hourglass_not_done,\\\\U00023F3\\,\'\\U00023f3\
time,947,U+231A,U000231A,watch,\\\\U000231A\\,\'\\U000231a\
time,948,U+23F0,U00023F0,alarm_clock,\\\\U00023F0\\,\'\\U00023f0\
time,949,U+23F1,U00023F1,stopwatch,\\\\U00023F1\\,\'\\U00023f1\
time,950,U+23F2,U00023F2,timer_clock,\\\\U00023F2\\,\'\\U00023f2\
time,951,U+1F570,U0001F570,mantelpiece_clock,\\\\U0001F570\\,\'\\U0001f570\
time,952,U+1F55B,U0001F55B,twelve_o’clock,\\\\U0001F55B\\,\'\\U0001f55b\
time,953,U+1F567,U0001F567,twelve-thirty,\\\\U0001F567\\,\'\\U0001f567\
time,954,U+1F550,U0001F550,one_o’clock,\\\\U0001F550\\,\'\\U0001f550\
time,955,U+1F55C,U0001F55C,one-thirty,\\\\U0001F55C\\,\'\\U0001f55c\
time,956,U+1F551,U0001F551,two_o’clock,\\\\U0001F551\\,\'\\U0001f551\
time,957,U+1F55D,U0001F55D,two-thirty,\\\\U0001F55D\\,\'\\U0001f55d\
time,958,U+1F552,U0001F552,three_o’clock,\\\\U0001F552\\,\'\\U0001f552\
time,959,U+1F55E,U0001F55E,three-thirty,\\\\U0001F55E\\,\'\\U0001f55e\
time,960,U+1F553,U0001F553,four_o’clock,\\\\U0001F553\\,\'\\U0001f553\
time,961,U+1F55F,U0001F55F,four-thirty,\\\\U0001F55F\\,\'\\U0001f55f\
time,962,U+1F554,U0001F554,five_o’clock,\\\\U0001F554\\,\'\\U0001f554\
time,963,U+1F560,U0001F560,five-thirty,\\\\U0001F560\\,\'\\U0001f560\
time,964,U+1F555,U0001F555,six_o’clock,\\\\U0001F555\\,\'\\U0001f555\
time,965,U+1F561,U0001F561,six-thirty,\\\\U0001F561\\,\'\\U0001f561\
time,966,U+1F556,U0001F556,seven_o’clock,\\\\U0001F556\\,\'\\U0001f556\
time,967,U+1F562,U0001F562,seven-thirty,\\\\U0001F562\\,\'\\U0001f562\
time,968,U+1F557,U0001F557,eight_o’clock,\\\\U0001F557\\,\'\\U0001f557\
time,969,U+1F563,U0001F563,eight-thirty,\\\\U0001F563\\,\'\\U0001f563\
time,970,U+1F558,U0001F558,nine_o’clock,\\\\U0001F558\\,\'\\U0001f558\
time,971,U+1F564,U0001F564,nine-thirty,\\\\U0001F564\\,\'\\U0001f564\
time,972,U+1F559,U0001F559,ten_o’clock,\\\\U0001F559\\,\'\\U0001f559\
time,973,U+1F565,U0001F565,ten-thirty,\\\\U0001F565\\,\'\\U0001f565\
time,974,U+1F55A,U0001F55A,eleven_o’clock,\\\\U0001F55A\\,\'\\U0001f55a\
time,975,U+1F566,U0001F566,eleven-thirty,\\\\U0001F566\\,\'\\U0001f566\
sky & weather,976,U+1F311,U0001F311,new_moon,\\\\U0001F311\\,\'\\U0001f311\
sky & weather,977,U+1F312,U0001F312,waxing_crescent_moon,\\\\U0001F312\\,\'\\U0001f312\
sky & weather,978,U+1F313,U0001F313,first_quarter_moon,\\\\U0001F313\\,\'\\U0001f313\
sky & weather,979,U+1F314,U0001F314,waxing_gibbous_moon,\\\\U0001F314\\,\'\\U0001f314\
sky & weather,980,U+1F315,U0001F315,full_moon,\\\\U0001F315\\,\'\\U0001f315\
sky & weather,981,U+1F316,U0001F316,waning_gibbous_moon,\\\\U0001F316\\,\'\\U0001f316\
sky & weather,982,U+1F317,U0001F317,last_quarter_moon,\\\\U0001F317\\,\'\\U0001f317\
sky & weather,983,U+1F318,U0001F318,waning_crescent_moon,\\\\U0001F318\\,\'\\U0001f318\
sky & weather,984,U+1F319,U0001F319,crescent_moon,\\\\U0001F319\\,\'\\U0001f319\
sky & weather,985,U+1F31A,U0001F31A,new_moon_face,\\\\U0001F31A\\,\'\\U0001f31a\
sky & weather,986,U+1F31B,U0001F31B,first_quarter_moon_face,\\\\U0001F31B\\,\'\\U0001f31b\
sky & weather,987,U+1F31C,U0001F31C,last_quarter_moon_face,\\\\U0001F31C\\,\'\\U0001f31c\
sky & weather,988,U+1F321,U0001F321,thermometer,\\\\U0001F321\\,\'\\U0001f321\
sky & weather,989,U+2600,U0002600,sun,\\\\U0002600\\,\'\\U0002600\
sky & weather,990,U+1F31D,U0001F31D,full_moon_face,\\\\U0001F31D\\,\'\\U0001f31d\
sky & weather,991,U+1F31E,U0001F31E,sun_with_face,\\\\U0001F31E\\,\'\\U0001f31e\
sky & weather,992,U+1FA90,U0001FA90,ringed_planet,\\\\U0001FA90\\,\'\\U0001fa90\
sky & weather,993,U+2B50,U0002B50,star,\\\\U0002B50\\,\'\\U0002b50\
sky & weather,994,U+1F31F,U0001F31F,glowing_star,\\\\U0001F31F\\,\'\\U0001f31f\
sky & weather,995,U+1F320,U0001F320,shooting_star,\\\\U0001F320\\,\'\\U0001f320\
sky & weather,996,U+1F30C,U0001F30C,milky_way,\\\\U0001F30C\\,\'\\U0001f30c\
sky & weather,997,U+2601,U0002601,cloud,\\\\U0002601\\,\'\\U0002601\
sky & weather,998,U+26C5,U00026C5,sun_behind_cloud,\\\\U00026C5\\,\'\\U00026c5\
sky & weather,999,U+26C8,U00026C8,cloud_with_lightning_and_rain,\\\\U00026C8\\,\'\\U00026c8\
sky & weather,1000,U+1F324,U0001F324,sun_behind_small_cloud,\\\\U0001F324\\,\'\\U0001f324\
sky & weather,1001,U+1F325,U0001F325,sun_behind_large_cloud,\\\\U0001F325\\,\'\\U0001f325\
sky & weather,1002,U+1F326,U0001F326,sun_behind_rain_cloud,\\\\U0001F326\\,\'\\U0001f326\
sky & weather,1003,U+1F327,U0001F327,cloud_with_rain,\\\\U0001F327\\,\'\\U0001f327\
sky & weather,1004,U+1F328,U0001F328,cloud_with_snow,\\\\U0001F328\\,\'\\U0001f328\
sky & weather,1005,U+1F329,U0001F329,cloud_with_lightning,\\\\U0001F329\\,\'\\U0001f329\
sky & weather,1006,U+1F32A,U0001F32A,tornado,\\\\U0001F32A\\,\'\\U0001f32a\
sky & weather,1007,U+1F32B,U0001F32B,fog,\\\\U0001F32B\\,\'\\U0001f32b\
sky & weather,1008,U+1F32C,U0001F32C,wind_face,\\\\U0001F32C\\,\'\\U0001f32c\
sky & weather,1009,U+1F300,U0001F300,cyclone,\\\\U0001F300\\,\'\\U0001f300\
sky & weather,1010,U+1F308,U0001F308,rainbow,\\\\U0001F308\\,\'\\U0001f308\
sky & weather,1011,U+1F302,U0001F302,closed_umbrella,\\\\U0001F302\\,\'\\U0001f302\
sky & weather,1012,U+2602,U0002602,umbrella,\\\\U0002602\\,\'\\U0002602\
sky & weather,1013,U+2614,U0002614,umbrella_with_rain_drops,\\\\U0002614\\,\'\\U0002614\
sky & weather,1014,U+26F1,U00026F1,umbrella_on_ground,\\\\U00026F1\\,\'\\U00026f1\
sky & weather,1015,U+26A1,U00026A1,high_voltage,\\\\U00026A1\\,\'\\U00026a1\
sky & weather,1016,U+2744,U0002744,snowflake,\\\\U0002744\\,\'\\U0002744\
sky & weather,1017,U+2603,U0002603,snowman,\\\\U0002603\\,\'\\U0002603\
sky & weather,1018,U+26C4,U00026C4,snowman_without_snow,\\\\U00026C4\\,\'\\U00026c4\
sky & weather,1019,U+2604,U0002604,comet,\\\\U0002604\\,\'\\U0002604\
sky & weather,1020,U+1F525,U0001F525,fire,\\\\U0001F525\\,\'\\U0001f525\
sky & weather,1021,U+1F4A7,U0001F4A7,droplet,\\\\U0001F4A7\\,\'\\U0001f4a7\
sky & weather,1022,U+1F30A,U0001F30A,water_wave,\\\\U0001F30A\\,\'\\U0001f30a\
event,1023,U+1F383,U0001F383,jack-o-lantern,\\\\U0001F383\\,\'\\U0001f383\
event,1024,U+1F384,U0001F384,Christmas_tree,\\\\U0001F384\\,\'\\U0001f384\
event,1025,U+1F386,U0001F386,fireworks,\\\\U0001F386\\,\'\\U0001f386\
event,1026,U+1F387,U0001F387,sparkler,\\\\U0001F387\\,\'\\U0001f387\
event,1027,U+1F9E8,U0001F9E8,firecracker,\\\\U0001F9E8\\,\'\\U0001f9e8\
event,1028,U+2728,U0002728,sparkles,\\\\U0002728\\,\'\\U0002728\
event,1029,U+1F388,U0001F388,balloon,\\\\U0001F388\\,\'\\U0001f388\
event,1030,U+1F389,U0001F389,party_popper,\\\\U0001F389\\,\'\\U0001f389\
event,1031,U+1F38A,U0001F38A,confetti_ball,\\\\U0001F38A\\,\'\\U0001f38a\
event,1032,U+1F38B,U0001F38B,tanabata_tree,\\\\U0001F38B\\,\'\\U0001f38b\
event,1033,U+1F38D,U0001F38D,pine_decoration,\\\\U0001F38D\\,\'\\U0001f38d\
event,1034,U+1F38E,U0001F38E,Japanese_dolls,\\\\U0001F38E\\,\'\\U0001f38e\
event,1035,U+1F38F,U0001F38F,carp_streamer,\\\\U0001F38F\\,\'\\U0001f38f\
event,1036,U+1F390,U0001F390,wind_chime,\\\\U0001F390\\,\'\\U0001f390\
event,1037,U+1F391,U0001F391,moon_viewing_ceremony,\\\\U0001F391\\,\'\\U0001f391\
event,1038,U+1F9E7,U0001F9E7,red_envelope,\\\\U0001F9E7\\,\'\\U0001f9e7\
event,1039,U+1F380,U0001F380,ribbon,\\\\U0001F380\\,\'\\U0001f380\
event,1040,U+1F381,U0001F381,wrapped_gift,\\\\U0001F381\\,\'\\U0001f381\
event,1041,U+1F397,U0001F397,reminder_ribbon,\\\\U0001F397\\,\'\\U0001f397\
event,1042,U+1F39F,U0001F39F,admission_tickets,\\\\U0001F39F\\,\'\\U0001f39f\
event,1043,U+1F3AB,U0001F3AB,ticket,\\\\U0001F3AB\\,\'\\U0001f3ab\
award-medal,1044,U+1F396,U0001F396,military_medal,\\\\U0001F396\\,\'\\U0001f396\
award-medal,1045,U+1F3C6,U0001F3C6,trophy,\\\\U0001F3C6\\,\'\\U0001f3c6\
award-medal,1046,U+1F3C5,U0001F3C5,sports_medal,\\\\U0001F3C5\\,\'\\U0001f3c5\
award-medal,1047,U+1F947,U0001F947,1st_place_medal,\\\\U0001F947\\,\'\\U0001f947\
award-medal,1048,U+1F948,U0001F948,2nd_place_medal,\\\\U0001F948\\,\'\\U0001f948\
award-medal,1049,U+1F949,U0001F949,3rd_place_medal,\\\\U0001F949\\,\'\\U0001f949\
sport,1050,U+26BD,U00026BD,soccer_ball,\\\\U00026BD\\,\'\\U00026bd\
sport,1051,U+26BE,U00026BE,baseball,\\\\U00026BE\\,\'\\U00026be\
sport,1052,U+1F94E,U0001F94E,softball,\\\\U0001F94E\\,\'\\U0001f94e\
sport,1053,U+1F3C0,U0001F3C0,basketball,\\\\U0001F3C0\\,\'\\U0001f3c0\
sport,1054,U+1F3D0,U0001F3D0,volleyball,\\\\U0001F3D0\\,\'\\U0001f3d0\
sport,1055,U+1F3C8,U0001F3C8,american_football,\\\\U0001F3C8\\,\'\\U0001f3c8\
sport,1056,U+1F3C9,U0001F3C9,rugby_football,\\\\U0001F3C9\\,\'\\U0001f3c9\
sport,1057,U+1F3BE,U0001F3BE,tennis,\\\\U0001F3BE\\,\'\\U0001f3be\
sport,1058,U+1F94F,U0001F94F,flying_disc,\\\\U0001F94F\\,\'\\U0001f94f\
sport,1059,U+1F3B3,U0001F3B3,bowling,\\\\U0001F3B3\\,\'\\U0001f3b3\
sport,1060,U+1F3CF,U0001F3CF,cricket_game,\\\\U0001F3CF\\,\'\\U0001f3cf\
sport,1061,U+1F3D1,U0001F3D1,field_hockey,\\\\U0001F3D1\\,\'\\U0001f3d1\
sport,1062,U+1F3D2,U0001F3D2,ice_hockey,\\\\U0001F3D2\\,\'\\U0001f3d2\
sport,1063,U+1F94D,U0001F94D,lacrosse,\\\\U0001F94D\\,\'\\U0001f94d\
sport,1064,U+1F3D3,U0001F3D3,ping_pong,\\\\U0001F3D3\\,\'\\U0001f3d3\
sport,1065,U+1F3F8,U0001F3F8,badminton,\\\\U0001F3F8\\,\'\\U0001f3f8\
sport,1066,U+1F94A,U0001F94A,boxing_glove,\\\\U0001F94A\\,\'\\U0001f94a\
sport,1067,U+1F94B,U0001F94B,martial_arts_uniform,\\\\U0001F94B\\,\'\\U0001f94b\
sport,1068,U+1F945,U0001F945,goal_net,\\\\U0001F945\\,\'\\U0001f945\
sport,1069,U+26F3,U00026F3,flag_in_hole,\\\\U00026F3\\,\'\\U00026f3\
sport,1070,U+26F8,U00026F8,ice_skate,\\\\U00026F8\\,\'\\U00026f8\
sport,1071,U+1F3A3,U0001F3A3,fishing_pole,\\\\U0001F3A3\\,\'\\U0001f3a3\
sport,1072,U+1F93F,U0001F93F,diving_mask,\\\\U0001F93F\\,\'\\U0001f93f\
sport,1073,U+1F3BD,U0001F3BD,running_shirt,\\\\U0001F3BD\\,\'\\U0001f3bd\
sport,1074,U+1F3BF,U0001F3BF,skis,\\\\U0001F3BF\\,\'\\U0001f3bf\
sport,1075,U+1F6F7,U0001F6F7,sled,\\\\U0001F6F7\\,\'\\U0001f6f7\
sport,1076,U+1F94C,U0001F94C,curling_stone,\\\\U0001F94C\\,\'\\U0001f94c\
game,1077,U+1F3AF,U0001F3AF,bullseye,\\\\U0001F3AF\\,\'\\U0001f3af\
game,1078,U+1FA80,U0001FA80,yo-yo,\\\\U0001FA80\\,\'\\U0001fa80\
game,1079,U+1FA81,U0001FA81,kite,\\\\U0001FA81\\,\'\\U0001fa81\
game,1080,U+1F3B1,U0001F3B1,pool_8_ball,\\\\U0001F3B1\\,\'\\U0001f3b1\
game,1081,U+1F52E,U0001F52E,crystal_ball,\\\\U0001F52E\\,\'\\U0001f52e\
game,1082,U+1FA84,U0001FA84,magic_wand,\\\\U0001FA84\\,\'\\U0001fa84\
game,1083,U+1F9FF,U0001F9FF,nazar_amulet,\\\\U0001F9FF\\,\'\\U0001f9ff\
game,1084,U+1FAAC,U0001FAAC,hamsa,\\\\U0001FAAC\\,\'\\U0001faac\
game,1085,U+1F3AE,U0001F3AE,video_game,\\\\U0001F3AE\\,\'\\U0001f3ae\
game,1086,U+1F579,U0001F579,joystick,\\\\U0001F579\\,\'\\U0001f579\
game,1087,U+1F3B0,U0001F3B0,slot_machine,\\\\U0001F3B0\\,\'\\U0001f3b0\
game,1088,U+1F3B2,U0001F3B2,game_die,\\\\U0001F3B2\\,\'\\U0001f3b2\
game,1089,U+1F9E9,U0001F9E9,puzzle_piece,\\\\U0001F9E9\\,\'\\U0001f9e9\
game,1090,U+1F9F8,U0001F9F8,teddy_bear,\\\\U0001F9F8\\,\'\\U0001f9f8\
game,1091,U+1FA85,U0001FA85,piñata,\\\\U0001FA85\\,\'\\U0001fa85\
game,1092,U+1FAA9,U0001FAA9,mirror_ball,\\\\U0001FAA9\\,\'\\U0001faa9\
game,1093,U+1FA86,U0001FA86,nesting_dolls,\\\\U0001FA86\\,\'\\U0001fa86\
game,1094,U+2660,U0002660,spade_suit,\\\\U0002660\\,\'\\U0002660\
game,1095,U+2665,U0002665,heart_suit,\\\\U0002665\\,\'\\U0002665\
game,1096,U+2666,U0002666,diamond_suit,\\\\U0002666\\,\'\\U0002666\
game,1097,U+2663,U0002663,club_suit,\\\\U0002663\\,\'\\U0002663\
game,1098,U+265F,U000265F,chess_pawn,\\\\U000265F\\,\'\\U000265f\
game,1099,U+1F0CF,U0001F0CF,joker,\\\\U0001F0CF\\,\'\\U0001f0cf\
game,1100,U+1F004,U0001F004,mahjong_red_dragon,\\\\U0001F004\\,\'\\U0001f004\
game,1101,U+1F3B4,U0001F3B4,flower_playing_cards,\\\\U0001F3B4\\,\'\\U0001f3b4\
arts & crafts,1102,U+1F3AD,U0001F3AD,performing_arts,\\\\U0001F3AD\\,\'\\U0001f3ad\
arts & crafts,1103,U+1F5BC,U0001F5BC,framed_picture,\\\\U0001F5BC\\,\'\\U0001f5bc\
arts & crafts,1104,U+1F3A8,U0001F3A8,artist_palette,\\\\U0001F3A8\\,\'\\U0001f3a8\
arts & crafts,1105,U+1F9F5,U0001F9F5,thread,\\\\U0001F9F5\\,\'\\U0001f9f5\
arts & crafts,1106,U+1FAA1,U0001FAA1,sewing_needle,\\\\U0001FAA1\\,\'\\U0001faa1\
arts & crafts,1107,U+1F9F6,U0001F9F6,yarn,\\\\U0001F9F6\\,\'\\U0001f9f6\
arts & crafts,1108,U+1FAA2,U0001FAA2,knot,\\\\U0001FAA2\\,\'\\U0001faa2\
clothing,1109,U+1F453,U0001F453,glasses,\\\\U0001F453\\,\'\\U0001f453\
clothing,1110,U+1F576,U0001F576,sunglasses,\\\\U0001F576\\,\'\\U0001f576\
clothing,1111,U+1F97D,U0001F97D,goggles,\\\\U0001F97D\\,\'\\U0001f97d\
clothing,1112,U+1F97C,U0001F97C,lab_coat,\\\\U0001F97C\\,\'\\U0001f97c\
clothing,1113,U+1F9BA,U0001F9BA,safety_vest,\\\\U0001F9BA\\,\'\\U0001f9ba\
clothing,1114,U+1F454,U0001F454,necktie,\\\\U0001F454\\,\'\\U0001f454\
